-DOCSTART- -X- -X- O
dates NNS O O
balances NNS O O
credit NN O O
bureaus NN O O
past JJ O O
years NNS O O
even RB O O
closed VBD O O
account NN O O
. . O O
malicious JJ O O
reporting NN O O
needs NNS O O
be VB O O
removed VBN O O
credit NN O O
report NN O O
immediately RB O O
preventing VBG O O
qualifying VBG O O
mortgage NN O O
. . O O
have VBP O O
contacted VBN O O
several JJ O O
occassions NNS O O
regards NNS O O
inquiries NNS O O
card NN O O
credit NN O O
card NN O O
number NN O O
"3489 2034 1706 539" CRE O MSK
. . O O

Escrow NNP O O
Review NNP O O
Statement NNP O O
received VBD O O
showing VBG O O
shortage NN O O
. . O O
options NNS O O
pay NN O O
shortage NN O O
have VB O O
payments NNS O O
have VBP O O
mortgage NN O O
payments NNS O O
increase VB O O
beginning VBG O O
. . O O
See VB O O
attached VBN O O
notification NN O O
. . O O
P/ NNP O O
Payments NNS O O
cover VB O O
escrow JJ O O
shortage NN O O
Total JJ O O
escrow NN O O
payment NN O O
was VBD O O
regular JJ O O
monthly JJ O O
escrow NN O O
payment NN O O
Full NNP O O
mortgage NN O O
payment NN O O
made VBN O O
. . O O
preparation NN O O
make VB O O
payment NN O O
payment NN O O
amount NN O O
had VBD O O
not RB O O
been VBN O O
adjustment JJ O O
escrow JJ O O
surplus NN O O
had VBD O O
not RB O O
been VBN O O
refunded VBN O O
. . O O
P/ NNP O O
Call NNP O O
Customer NNP O O
Service NNP O O
week NN O O
. . O O
Escrow NNP O O
analysis NN O O
rerun NN O O
online VBP O O
payment NN O O
system NN O O
would MD O O
be VB O O
updated VBN O O
payment NN O O
overpayment NN O O
be VB O O
refunded VBN O O
. . O O
P/ NNP O O
Update NN O O
payment NN O O
had VBD O O
not RB O O
occurred VBN O O
. . O O
Called VBN O O
Customer NNP O O
Service NNP O O
was VBD O O
told VBN O O
adjustment NN O O
payment NN O O
amount NN O O
would MD O O
be VB O O
made VBN O O
however RB O O
update JJ O O
would MD O O
take VB O O
place NN O O
night NN O O
time NN O O
payment NN O O
. . O O
Customer NNP O O
service NN O O
agent NN O O
told VBD O O
could MD O O
not RB O O
receive VB O O
refund NN O O
check NN O O
escrow JJ O O
overpayment JJ O O
discussed VBD O O
that WDT O O
law NN O O
amounts NNS O O
should MD O O
be VB O O
refunded VBN O O
. . O O
was VBD O O
not RB O O
preference NN O O
agreed VBD O O
would MD O O
apply VB O O
escrow NN O O
overpayment NN O O
principle NN O O
. . O O
morning NN O O
went VBD O O
online NN O O
make VB O O
payment NN O O
. . O O
found VBD O O
payment NN O O
been VBN O O
reversed VBN O O
account NN O O
now RB O O
showing VBG O O
delinquent NN O O
payment NN O O
. . O O
See JJ O O
account NN O O
activity NN O O
statement NN O O
showing VBG O O
reversal NN O O
payment NN O O
account VBP O O
delinquency NN O O
payments NNS O O
address VB O O
escrow JJ O O
shortage NN O O
. . O O
Please NNP O O
find VB O O
SSN NNP O O
Credit NNP O O
card NN O O
number NN O O
which WDT O O
are VBP O O
attached VBN O O
bank NN O O
account NN O O
"4556 9223 4434 4721" CRE O MSK
"104 02 2045" SSN O MSK
. . O O

complaint NN O O
regards NNS O O
Citizens NNP O O
Bank NNP O O
. . O O
have VBP O O
home NN O O
equity NN O O
line NN O O
credit NN O O
. . O O
payment NN O O
was VBD O O
due JJ O O
. . O O
called VBD O O
tell VB O O
was VBD O O
late JJ O O
. . O O
actuality NN O O
were VBD O O
paid VBN O O
bank NN O O
check NN O O
transfer NN O O
amount NN O O
exceeding VBG O O
times NNS O O
minimum JJ O O
payment NN O O
. . O O
checked VBD O O
account NN O O
line NN O O
late JJ O O
evening NN O O
found VBD O O
record NN O O
payment NN O O
. . O O
called VBD O O
informtion NN O O
line NN O O
got VBD O O
message NN O O
office NN O O
was VBD O O
closed VBN O O
leave VBP O O
number NN O O
will MD O O
call VB O O
back RB O O
. . O O
never RB O O
did VBD O O
. . O O
called VBD O O
again RB O O
was VBD O O
told VBN O O
payment NN O O
was VBD O O
received VBN O O
. . O O
had VBD O O
checked VBN O O
bank NN O O
was VBD O O
told VBN O O
sent VBD O O
check NN O O
. . O O
can MD O O
not RB O O
be VB O O
responsible JJ O O
Citizen NNP O O
Bank NNP O O
can MD O O
not RB O O
record VB O O
transactions NNS O O
property NN O O
Citizen NNP O O
Bank NNP O O
received VBD O O
payment NN O O
why WRB O O
did VBD O O
call VB O O
. . O O
harassing NN O O
tactic NN O O
reason NN O O
. . O O
have VBP O O
NEVER RB O O
been VBN O O
late JJ O O
. . O O
occasion NN O O
payment NN O O
was VBD O O
made VBN O O
time NN O O
next JJ O O
months NNS O O
statement NN O O
had VBD O O
notion NN O O
past JJ O O
due JJ O O
amount NN O O
. . O O
asked VBD O O
correct VB O O
refused VBD O O
. . O O
wrote VBD O O
letter NN O O
correct VB O O
was VBD O O
ignored VBN O O
. . O O
bank NN O O
totally RB O O
negligent JJ O O
. . O O
tried VBD O O
several JJ O O
times NNS O O
reach VB O O
discuss VB O O
issue NN O O
facing VBG O O
credit NN O O
card NN O O
number NN O O
"5403 9269 4167 6346" CRE O MSK
. . O O

name NN O O
have VBP O O
been VBN O O
writing VBG O O
sending VBG O O
certified JJ O O
letters NNS O O
regards NNS O O
credit NN O O
card NN O O
"3456 8186 3689 049" CRE O MSK
company NN O O
claiming VBG O O
account NN O O
claim VBP O O
be VB O O
charged VBN O O
amount NN O O
account NN O O
negatively RB O O
reporting VBG O O
credit NN O O
reports NNS O O
. . O O
previously RB O O
disputed VBD O O
account NN O O
separate JJ O O
occasions NNS O O
. . O O
Not RB O O
only RB O O
company NN O O
yet RB O O
mark VB O O
credit NN O O
report NN O O
disputed JJ O O
set VBP O O
first JJ O O
dispute NN O O
letter NN O O
. . O O
not RB O O
account NN O O
debt NN O O
collector NN O O
not RB O O
been VBN O O
able JJ O O
validate VB O O
account NN O O
. . O O
company NN O O
responded VBD O O
first JJ O O
letter NN O O
sending VBG O O
statements NNS O O
nothing NN O O
bearing NN O O
signature NN O O
. . O O
have VBP O O
yet RB O O
respond VB O O
second JJ O O
letter NN O O
sent VBD O O
certified JJ O O
mail NN O O
. . O O
account NN O O
should MD O O
be VB O O
removed VBN O O
records NNS O O
was VBD O O
clear JJ O O
did VBD O O
not RB O O
create VB O O
account NN O O
. . O O
can MD O O
provide VB O O
signed VBD O O
legal JJ O O
document NN O O
signature NN O O
binding VBG O O
contract NN O O
company.The NN O O
account NN O O
question NN O O
whole JJ O O
account NN O O
number NN O O
n't RB O O
reported VBN O O
as RB O O
well RB O O
. . O O
Thank NNP O O
. . O O

have VBP O O
disputed VBN O O
asking VBG O O
Experian JJ O O
investigate NN O O
fraud NN O O
have VBP O O
still RB O O
failed VBN O O
block VB O O
negative JJ O O
information NN O O
credit NN O O
report NN O O
. . O O
FCRA NNP O O
credit NN O O
reporting NN O O
agencies NNS O O
must MD O O
block VB O O
fraudulent JJ O O
information NN O O
consumers NNS O O
credit NN O O
report NN O O
days NNS O O
receive JJ O O
sanctions NNS O O
. . O O
Please VB O O
remove VB O O
derogatory JJ O O
item NN O O
immediately RB O O
. . O O
have VBP O O
contacted VBN O O
several JJ O O
occassions NNS O O
regards NNS O O
inquiries NNS O O
card NN O O
credit NN O O
card NN O O
number NN O O
"4556 8062 9783 7411" CRE O MSK
. . O O

contacted VBD O O
Department NNP O O
Education NNP O O
requesting VBG O O
loan NN O O
be VB O O
discharged VBN O O
accordance NN O O
House NNP O O
Joint NNP O O
Regulation NNP O O
. . O O
So RB O O
far RB O O
have VBP O O
not RB O O
taken VBN O O
action NN O O
. . O O
have VBP O O
confirmation NN O O
certified JJ O O
return NN O O
receipt NN O O
received VBD O O
request NN O O
. . O O
Here RB O O
authority NN O O
listed VBD O O
HRJ192 NNP O O
public JJ O O
law NN O O
. . O O
HJR192 NNP O O
PUBLIC NNP O O
LAW NNP O O
LAWS NNP O O
THAT NNP O O
GOVERN NNP O O
ELECTRONIC NNP O O
FUNDS NNP O O
TRANSFER NNP O O
INSTRUMENTS NNP O O
AND NNP O O
MONEY NNP O O
Federal NNP O O
Government NNP O O
took VBD O O
lawful JJ O O
money NN O O
circulation NN O O
Congress NNP O O
had VBD O O
provide VB O O
people NNS O O
remedy NN O O
. . O O
Public JJ O O
Law NN O O
Chap NNP O O
. . O O
Stat NNP O O
. . O O
HJR NNP O O
remedy NN O O
part NN O O
states NNS O O
Federal NNP O O
Government NNP O O
will MD O O
discharge VB O O
debts NNS O O
public JJ O O
private JJ O O
dollar NN O O
dollar NN O O
. . O O
been VBN O O
best JJS O O
kept JJ O O
secrets NNS O O
Bankrupt NNP O O
Nation NNP O O
. . O O
took VBD O O
everythin JJ O O
g NN O O
including VBG O O
property NN O O
titles NNS O O
property NN O O
left VBD O O
only RB O O
ability NN O O
discharge VB O O
debt NN O O
create VB O O
money NN O O
signature NN O O
never RB O O
bothered VBD O O
tell VB O O
. . O O
create VBP O O
money NN O O
when WRB O O
apply VBP O O
bank NN O O
loans NNS O O
signature NN O O
. . O O
signature NN O O
credit NN O O
ability NN O O
work VB O O
money NN O O
account NN O O
been VBN O O
case NN O O
. . O O
banks NNS O O
have VBP O O
monopoly NN O O
credit NN O O
service NN O O
charge VBP O O
principal JJ O O
interest NN O O
nonexistent JJ O O
money NN O O
time NN O O
giving VBG O O
impression NN O O
lent VBP O O
money NN O O
fraud NN O O
never RB O O
revealed VBD O O
where WRB O O
money NN O O
came VBD O O
. . O O
Credit NNP O O
Card NNP O O
accounts NNS O O
Mortgages NNP O O
. . O O
. . O O
House NNP O O
Joint NNP O O
Resolution NNP O O
. . O O
Congress NNP O O
. . O O
Session NN O O
. . O O
Chapters NNS O O
. . O O
H.J.R NNP O O
. . O O
. . O O
Public NNP O O
Law NNP O O
Stat NNP O O
v. NN O O
as RB O O
well RB O O
~Title JJ O O
United NNP O O
States NNPS O O
Code NNP O O
USC NNP O O
again RB O O
USC NNP O O
. . O O
When WRB O O
government NN O O
bankrupt RB O O
sovereignty NN O O
. . O O
. . O O
Public JJ O O
Law NNP O O
Chapter NNP O O
Stat NNP O O
. . O O
. . O O
. . O O
Public JJ O O
Law NNP O O
Stat NNP O O
. . O O
Trading NN O O
Enemy NNP O O
Act NNP O O
TWEA NNP O O
Legal NNP O O
tender NN O O
Uniform NNP O O
Commercial NNP O O
Code NNP O O
U.C.C NNP O O
. . O O
Section NN O O
Official JJ O O
Comment NNP O O
referenced VBN O O
Official JJ O O
Comment NNP O O
notes NNS O O
definition NN O O
money NN O O
not RB O O
limited VBN O O
legal JJ O O
tender NN O O
U.C.C NNP O O
. . O O
test NN O O
adopted VBN O O
sanction NN O O
government NN O O
authorization NN O O
issue NN O O
adoption NN O O
afterward NN O O
which WDT O O
circulating VBG O O
medium NN O O
part NN O O
official JJ O O
currency NN O O
government NN O O
. . O O
narrow JJ O O
view NN O O
money NN O O
limited VBN O O
legal JJ O O
tender NN O O
rejected.Under JJ O O
HJR NNP O O
validated VBN O O
nation NN O O
bankrupt JJ O O
support VB O O
bankruptcy NN O O
signature NN O O
man NN O O
created VBD O O
currency NN O O
realm NN O O
transaction NN O O
making VBG O O
Creditor NNP O O
. . O O
existing VBG O O
state NN O O
emergency NN O O
verified VBN O O
~Title JJ O O
Should MD O O
be VB O O
doubted VBN O O
then RB O O
quotes NNS O O
many JJ O O
more JJR O O
truth NN O O
principal JJ O O
part NN O O
thing NN O O
beginning NN O O
. . O O
Maxim NNP O O
Law NNP O O
Banks NNPS O O
can MD O O
not RB O O
lend VB O O
depositors NNS O O
money NN O O
borrowers NNS O O
depositors NNS O O
written VBN O O
authorization NN O O
reality NN O O
banks NNS O O
do VBP O O
not RB O O
lend VB O O
depositors NNS O O
money NN O O
. . O O
U.S.C NNP O O
. . O O
. . O O
situation NN O O
present JJ O O
banker NN O O
unique JJ O O
position NN O O
. . O O
probably RB O O
only JJ O O
known JJ O O
instance NN O O
business NN O O
possibility NN O O
lending VBG O O
something NN O O
parting VBG O O
anything NN O O
making VBG O O
profit NN O O
transaction NN O O
obtaining VBG O O
first JJ O O
instance NN O O
commodity NN O O
free JJ O O
. . O O
speech NN O O
. . O O
Decision NNP O O
creating VBG O O
money NN O O
thin JJ O O
air NN O O
A NNP O O
national JJ O O
bank NN O O
power NN O O
lend VB O O
credit NN O O
person NN O O
corporation NN O O
. . O O
. . O O
certiorari NN O O
denied VBD O O
. . O O
A NNP O O
bank NN O O
not RB O O
holder NN O O
due JJ O O
course NN O O
merely RB O O
crediting VBG O O
depositors NNS O O
account VBP O O
. . O O
Bankers NNPS O O
v. JJ O O
NYS NNP O O
. . O O
Federal NNP O O
Reserve NNP O O
Bank NNP O O
booklet NN O O
page NN O O
states NNS O O
United NNP O O
States NNPS O O
paper NN O O
currency NN O O
deposits NNS O O
have VBP O O
commodities NNS O O
. . O O
Intrinsically RB O O
dollar NN O O
bill NN O O
just RB O O
piece NN O O
paper NN O O
merely RB O O
book NN O O
entries NNS O O
. . O O
giving VBG O O
federal JJ O O
reserve NN O O
note NN O O
not RB O O
constitute VB O O
payment NN O O
. . O O
See VB O O
v NNS O O
. . O O
use NN O O
federal JJ O O
reserve NN O O
'Note NN O O
only RB O O
promise NN O O
pay VB O O
. . O O
See VB O O
v NN O O
. . O O
Legal NNP O O
Tender NNP O O
federal JJ O O
reserve NN O O
Notes NNS O O
are VBP O O
not RB O O
good JJ O O
lawful JJ O O
money NN O O
United NNP O O
States NNPS O O
. . O O
See VB O O
v NN O O
. . O O
federal JJ O O
reserve NN O O
do VBP O O
not RB O O
operate VB O O
payment NN O O
absences NNS O O
agreement NN O O
shall MD O O
constitute VB O O
payment NN O O
. . O O
See NNP O O
. . O O
v NN O O
. . O O
Also RB O O
Federal NNP O O
Reserve NNP O O
Notes NNPS O O
are VBP O O
valueless JJ O O
. . O O
See VB O O
IRS NNP O O
Codes NNP O O
Section NN O O
C.C.H NNP O O
. . O O
. . O O
light NN O O
holding NN O O
take VBP O O
notice NN O O
legal JJ O O
tender NN O O
discharge NN O O
debt NN O O
longer RB O O
required VBN O O
. . O O
legal JJ O O
tender NN O O
not RB O O
circulation NN O O
par NN O O
promises NNS O O
pay VB O O
credit NN O O
. . O O
can MD O O
be VB O O
requirement NN O O
repayment NN O O
legal JJ O O
tender NN O O
either NN O O
legal JJ O O
tender NN O O
was VBD O O
not RB O O
loaned VBN O O
circulation NN O O
repayment NN O O
payment NN O O
need VBP O O
only RB O O
be VB O O
made VBN O O
equivalent JJ O O
kind NN O O
A NNP O O
negotiable JJ O O
instrument NN O O
. . O O
U.C.C NN O O
. . O O
tender NN O O
payment NN O O
obligation NN O O
pay VB O O
instrument NN O O
made VBN O O
person NN O O
entitled VBN O O
enforce VB O O
instrument NN O O
tender NN O O
refused VBN O O
discharge NN O O
extent NN O O
amount NN O O
tender NN O O
Effect NNP O O
unaccepted JJ O O
offer NN O O
writing VBG O O
pay VB O O
deliver VB O O
. . O O
offer NN O O
writing VBG O O
pay VB O O
particular JJ O O
sum NN O O
money NN O O
deliver VB O O
written VBN O O
instrument NN O O
specific JJ O O
personal JJ O O
property NN O O
not RB O O
accepted VBN O O
equivalent JJ O O
actual JJ O O
production NN O O
tender NN O O
money NN O O
instrument NN O O
property NN O O
. . O O
latter NN O O
here RB O O
rule NN O O
Para NNP O O
Materia NNP O O
Tennessee NNP O O
. . O O
failure NN O O
lawful JJ O O
consideration NN O O
Note NNP O O
Mortgage NNP O O
are VBP O O
are JJ O O
void JJ O O
See NNP O O
v NN O O
case NN O O
.THEREFORE NN O O
light NN O O
above NN O O
necessity NN O O
having VBG O O
other JJ O O
pay VB O O
debts NNS O O
law NN O O
being VBG O O
estopped VBN O O
denied VBD O O
access NN O O
lawful JJ O O
constitutional JJ O O
money NN O O
exchange NN O O
undersigned JJ O O
can MD O O
only RB O O
exercise VB O O
remedy NN O O
necessity NN O O
set VB O O
'debt/liability NN O O
. . O O
Affiant JJ O O
flesh JJ O O
blood NN O O
PREPAID NNP O O
EXEMPT NNP O O
status NN O O
current JJ O O
Creditor NN O O
U.S NNP O O
. . O O
CORPORATION NNP O O
bankruptcy NN O O
full JJ O O
understanding NN O O
how WRB O O
monetary JJ O O
system NN O O
works NNS O O
. . O O
Federal NNP O O
laws NNS O O
banks NNS O O
loaning VBG O O
own JJ O O
credit NN O O
customers NNS O O
deposits NNS O O
signature NN O O
asset NN O O
funds NNS O O
which WDT O O
then RB O O
monetized VBD O O
gain NN O O
ten NN O O
times NNS O O
then RB O O
signature NN O O
certainly RB O O
pay VB O O
supposed VBN O O
liability NN O O
THEREIN NNP O O
are VBP O O
required VBN O O
LAW NN O O
accept VB O O
EFT NNP O O
instrument NN O O
credit NN O O
above JJ O O
account NN O O
honor NN O O
hours NNS O O
acceptance NN O O
pursuant NN O O
U.C.C NNP O O
. . O O
. . O O
dishonor NN O O
will MD O O
be VB O O
construed VBN O O
commercial JJ O O
injury NN O O
violation NN O O
agreement NN O O
fraud NN O O
fraud NN O O
scienter NN O O
violation NN O O
commercial JJ O O
law NN O O
otherwise RB O O
. . O O
UCC NNP O O
codes NNS O O
used VBN O O
verified JJ O O
tender NN O O
payment NN O O
general JJ O O
definitions NNS O O
governing VBG O O
eft VBD O O
. . O O
CONSPICUOUS NNP O O
EFT NNP O O
red JJ O O
d NN O O
. . O O
Receipt NNP O O
instrument NN O O
satisfaction JJ O O
day NN O O
day NN O O
receipt NN O O
tender NN O O
payment NN O O
b NN O O
refusal NN O O
discharge JJ O O
c NN O O
able JJ O O
ready JJ O O
pay VB O O
place NN O O
payment NN O O
stated VBN O O
Your NNP O O
Affiant NNP O O
claimed VBN O O
maintain NN O O
have VBP O O
times NNS O O
retained VBN O O
Constitutionally NNP O O
secured VBD O O
Rights NNP O O
especially RB O O
not RB O O
limited JJ O O
aspects NNS O O
instant JJ O O
matter NN O O
. . O O
Waivers NNS O O
Constitutional NNP O O
Rights NNPS O O
must MD O O
not RB O O
only RB O O
be VB O O
done VBN O O
voluntarily RB O O
must MD O O
be VB O O
knowingly RB O O
intelligent JJ O O
acts NNS O O
done VBN O O
sufficient JJ O O
awareness NN O O
relevant JJ O O
circumstances NNS O O
consequences NNS O O
. . O O
applied VBD O O
repayment NN O O
assistance NN O O
was VBD O O
denied VBN O O
credit NN O O
card NN O O
number NN O O
assistance NN O O
direction NN O O
options NNS O O
that WDT O O
could MD O O
be VB O O
available JJ O O
details NNS O O
have VBP O O
provided VBN O O
was VBD O O
Driving VBG O O
license NN O O
2791090 DIL O MSK
SSN NNP O O
"057 48 3184" SSN O MSK
. . O O

dept JJ O O
validation NN O O
was VBD O O
sent VBN O O
. . O O
received VBD O O
mail NN O O
explaining VBG O O
had VBD O O
validated VBN O O
account NN O O
enclosed JJ O O
documents NNS O O
. . O O
documents NNS O O
enclosed VBD O O
did VBD O O
not RB O O
validate VB O O
account NN O O
. . O O
signature NN O O
was VBD O O
such JJ O O
document NN O O
do VBP O O
not RB O O
have VB O O
signed VBN O O
contract NN O O
. . O O
submitted VBD O O
complaint NN O O
credit NN O O
card NN O O
number NN O O
"5400 3657 4110 1515" CRE O MSK
. . O O

have VBP O O
attempted VBN O O
contact VB O O
Equifax NNP O O
mail NN O O
internet NN O O
multiple JJ O O
occasions NNS O O
request VB O O
address VB O O
concern NN O O
have VBP O O
placed VBN O O
accounts NNS O O
consumer NN O O
credit NN O O
report NN O O
which WDT O O
are VBP O O
not RB O O
consumer NN O O
credit NN O O
accounts NNS O O
were VBD O O
amounts NNS O O
VA NNP O O
believed VBD O O
had VBD O O
overpaid VBN O O
. . O O
accounts NNS O O
